tab	samples
analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	dip	geologic_classes	geologic_types	height	lithologies	method_codes	sample	site
James Pierce	137.5	0.0	0.0	90.0	This study	-2.0			1.1		SO-CMD-NORTH	CF-1	CF
James Pierce	22.5	0.0	0.0	90.0	This study	-7.0			1.5		SO-CMD-NORTH	CF-2	CF
James Pierce	125.5	0.0	0.0	90.0	This study	-4.0			1.8		SO-CMD-NORTH	CF-3	CF
James Pierce	-37.5	0.0	0.0	90.0	This study	-2.0			2.2		SO-CMD-NORTH	CF-4	CF
James Pierce	10.5	0.0	0.0	90.0	This study	-4.0			2.6		SO-CMD-NORTH	CF-5	CF
James Pierce	-15.5	0.0	0.0	90.0	This study	-3.0			3.3		SO-CMD-NORTH	CF-6	CF
James Pierce	-5.5	0.0	0.0	90.0	This study	-8.0			3.7		SO-CMD-NORTH	CF-7	CF
James Pierce	14.5	0.0	0.0	90.0	This study	-4.0			4.1		SO-CMD-NORTH	CF-8	CF
James Pierce	94.5	0.0	0.0	90.0	This study	-44.0			5.4		SO-CMD-NORTH	CF-9	CF
James Pierce	107.5	0.0	0.0	90.0	This study	-80.0			5.8		SO-CMD-NORTH	CF-10	CF
James Pierce	98.5	0.0	0.0	90.0	This study	-65.0			6.2		SO-CMD-NORTH	CF-11	CF
James Pierce	102.5	0.0	0.0	90.0	This study	-67.0			6.7		SO-CMD-NORTH	CF-12	CF
James Pierce	94.5	0.0	0.0	90.0	This study	-56.0			7.1		SO-CMD-NORTH	CF-13	CF
James Pierce	90.5	0.0	0.0	90.0	This study	-49.0			7.6		SO-CMD-NORTH	CF-14	CF
James Pierce	95.5	0.0	0.0	90.0	This study	-79.0			8.0		SO-CMD-NORTH	CF-15	CF
James Pierce	12.5	0.0	0.0	90.0	This study	-84.0			8.2		SO-CMD-NORTH	CF-16	CF
James Pierce	108.5	0.0	0.0	90.0	This study	-82.0			8.7		SO-CMD-NORTH	CF-17	CF
James Pierce	102.5	0.0	0.0	90.0	This study	-92.0			9.1		SO-CMD-NORTH	CF-18	CF
James Pierce	-38.2	0.0	0.0	90.0	This study	-5.0			10.7		SO-CMD-NORTH	CF-19	CF
James Pierce	-32.5	0.0	0.0	90.0	This study	-9.0			11.1		SO-CMD-NORTH	CF-20	CF
James Pierce	-68.0	0.0	0.0	90.0	This study	-5.0			11.3		SO-CMD-NORTH	CF-21	CF
James Pierce	-17.5	0.0	0.0	90.0	This study	-8.0			11.4		SO-CMD-NORTH	CF-22	CF
James Pierce	-49.5	0.0	0.0	90.0	This study	-10.0			11.8		SO-CMD-NORTH	CF-23	CF
James Pierce	-33.5	0.0	0.0	90.0	This study	-16.0			13.0		SO-CMD-NORTH	CF-24	CF
James Pierce	-86.0	0.0	0.0	90.0	This study	-5.0			15.0		SO-CMD-NORTH	CF-25	CF
James Pierce	-41.3	0.0	0.0	90.0	This study	-9.0			15.5		SO-CMD-NORTH	CF-26	CF
James Pierce	195.5	0.0	0.0	90.0	This study	-83.0			16.0		SO-CMD-NORTH	CF-27	CF
James Pierce	226.1	0.0	0.0	90.0	This study	-55.0			16.4		SO-CMD-NORTH	CF-28	CF
James Pierce	-15.5	0.0	0.0	90.0	This study	-8.0			17.2		SO-CMD-NORTH	CF-29	CF
James Pierce	11.5	0.0	0.0	90.0	This study	-18.0			17.8		SO-CMD-NORTH	CF-30	CF
James Pierce	-72.5	0.0	0.0	90.0	This study	-2.0			18.0		SO-CMD-NORTH	CF-31	CF
James Pierce	174.5	0.0	0.0	90.0	This study	-55.0			18.6		SO-CMD-NORTH	CF-33	CF
James Pierce	185.5	0.0	0.0	90.0	This study	-47.0			19.2		SO-CMD-NORTH	CF-35	CF
James Pierce	185.5	0.0	0.0	90.0	This study	-75.0			19.6		SO-CMD-NORTH	CF-36	CF
James Pierce	102.5	0.0	0.0	90.0	This study	-62.0			20.0		SO-CMD-NORTH	CF-37	CF
James Pierce	176.5	0.0	0.0	90.0	This study	-60.0			20.2		SO-CMD-NORTH	CF-38	CF
James Pierce	182.5	0.0	0.0	90.0	This study	-72.0			20.3		SO-CMD-NORTH	CF-39	CF
James Pierce	182.5	0.0	0.0	90.0	This study	-88.0			20.5		SO-CMD-NORTH	CF-40	CF
James Pierce	179.5	0.0	0.0	90.0	This study	-73.0			20.6		SO-CMD-NORTH	CF-41	CF
James Pierce	185.5	0.0	0.0	90.0	This study	-57.0			20.9		SO-CMD-NORTH	CF-43	CF
James Pierce	179.5	0.0	0.0	90.0	This study	-57.0			21.2		SO-CMD-NORTH	CF-44	CF
James Pierce	177.5	0.0	0.0	90.0	This study	-50.0			21.7		SO-CMD-NORTH	CF-45	CF
James Pierce	182.5	0.0	0.0	90.0	This study	-68.0			22.2		SO-CMD-NORTH	CF-46	CF
James Pierce	186.5	0.0	0.0	90.0	This study	-80.0			22.3		SO-CMD-NORTH	CF-47	CF
James Pierce	179.5	0.0	0.0	90.0	This study	-64.0			22.4		SO-CMD-NORTH	CF-48	CF
James Pierce	172.5	0.0	0.0	90.0	This study	-65.0			22.8		SO-CMD-NORTH	CF-49	CF
James Pierce	177.5	0.0	0.0	90.0	This study	-70.0			23.1		SO-CMD-NORTH	CF-50	CF
James Pierce	182.5	0.0	0.0	90.0	This study	-72.0			23.4		SO-CMD-NORTH	CF-51	CF
James Pierce	267.8	0.0	0.0	90.0	This study	-72.0			24.6		SO-CMD-NORTH	CF-52	CF
James Pierce	265.4	0.0	0.0	90.0	This study	-78.0			25.0		SO-CMD-NORTH	CF-53	CF
James Pierce	-79.8	0.0	0.0	90.0	This study	-77.0			25.4		SO-CMD-NORTH	CF-54	CF
James Pierce	-70.0	0.0	0.0	90.0	This study	-83.0			26.3		SO-CMD-NORTH	CF-56	CF
James Pierce	245.1	0.0	0.0	90.0	This study	-71.0			26.9		SO-CMD-NORTH	CF-57	CF
James Pierce	230.4	0.0	0.0	90.0	This study	-80.0			27.2		SO-CMD-NORTH	CF-58	CF
James Pierce	-60.1	0.0	0.0	90.0	This study	-104.0			27.7		SO-CMD-NORTH	CF-59	CF
James Pierce	-65.0	0.0	0.0	90.0	This study	-77.0			28.3		SO-CMD-NORTH	CF-60	CF
James Pierce	-62.1	0.0	0.0	90.0	This study	-79.0			28.5		SO-CMD-NORTH	CF-61	CF
James Pierce	-53.2	0.0	0.0	90.0	This study	-88.0			28.9		SO-CMD-NORTH	CF-62	CF
James Pierce	-63.0	0.0	0.0	90.0	This study	-77.0			29.3		SO-CMD-NORTH	CF-63	CF
James Pierce	-89.3	0.0	0.0	90.0	This study	-99.0			30.0		SO-CMD-NORTH	CF-64	CF
James Pierce	-68.6	0.0	0.0	90.0	This study	-90.0			30.3		SO-CMD-NORTH	CF-65	CF
James Pierce	-72.5	0.0	0.0	90.0	This study	-104.0			30.6		SO-CMD-NORTH	CF-66	CF
James Pierce	-84.5	0.0	0.0	90.0	This study	-86.0			31.0		SO-CMD-NORTH	CF-67	CF
James Pierce	-32.4	0.0	0.0	90.0	This study	-95.0			31.3		SO-CMD-NORTH	CF-68	CF
James Pierce	-64.4	0.0	0.0	90.0	This study	-74.0			31.9		SO-CMD-NORTH	CF-69	CF
James Pierce	-11.0	0.0	0.0	90.0	This study	-1.0			12.6		SO-CMD-NORTH	CF-70	CF
James Pierce	-59.6	0.0	0.0	90.0	This study	-80.0			32.6		SO-CMD-NORTH	CF-71	CF
James Pierce	-66.4	0.0	0.0	90.0	This study	-84.0			32.9		SO-CMD-NORTH	CF-72	CF
James Pierce	-58.5	0.0	0.0	90.0	This study	-85.0			33.3		SO-CMD-NORTH	CF-73	CF
James Pierce	-34.2	0.0	0.0	90.0	This study	-103.0			33.7		SO-CMD-NORTH	CF-74	CF
James Pierce	-72.8	0.0	0.0	90.0	This study	-83.0			33.9		SO-CMD-NORTH	CF-75	CF
James Pierce	-72.4	0.0	0.0	90.0	This study	-83.0			34.2		SO-CMD-NORTH	CF-76	CF
James Pierce	-48.5	0.0	0.0	90.0	This study	-90.0			34.6		SO-CMD-NORTH	CF-77	CF
James Pierce	-67.5	0.0	0.0	90.0	This study	-89.0			35.0		SO-CMD-NORTH	CF-78	CF
James Pierce	-86.5	0.0	0.0	90.0	This study	-90.0			35.3		SO-CMD-NORTH	CF-79	CF
James Pierce	-64.5	0.0	0.0	90.0	This study	-82.0			35.6		SO-CMD-NORTH	CF-80	CF
James Pierce	-74.3	0.0	0.0	90.0	This study	-75.0			36.0		SO-CMD-NORTH	CF-81	CF
James Pierce	-52.2	0.0	0.0	90.0	This study	-93.0			36.6		SO-CMD-NORTH	CF-82	CF
James Pierce	268.2	0.0	0.0	90.0	This study	-83.0			37.1		SO-CMD-NORTH	CF-83	CF
James Pierce	-71.0	0.0	0.0	90.0	This study	-62.0			37.2		SO-CMD-NORTH	CF-84	CF
James Pierce	-74.0	0.0	0.0	90.0	This study	-81.0			37.6		SO-CMD-NORTH	CF-85	CF
James Pierce	-71.5	0.0	0.0	90.0	This study	-73.0			37.9		SO-CMD-NORTH	CF-86	CF
James Pierce	-87.5	0.0	0.0	90.0	This study	-69.0			38.1		SO-CMD-NORTH	CF-87	CF
James Pierce	-87.5	0.0	0.0	90.0	This study	-69.0			38.4		SO-CMD-NORTH	CF-88	CF
James Pierce	-54.5	0.0	0.0	90.0	This study	-73.0			40.6		SO-CMD-NORTH	CF-89	CF
James Pierce	265.5	0.0	0.0	90.0	This study	-76.0			41.8		SO-CMD-NORTH	CF-90	CF
James Pierce	225.5	0.0	0.0	90.0	This study	-80.0			42.2		SO-CMD-NORTH	CF-91	CF
James Pierce	259.5	0.0	0.0	90.0	This study	-63.0			42.4		SO-CMD-NORTH	CF-92	CF
James Pierce	-86.5	0.0	0.0	90.0	This study	-93.0			43.7		SO-CMD-NORTH	CF-93	CF
James Pierce	-85.5	0.0	0.0	90.0	This study	-93.0			43.75		SO-CMD-NORTH	CF-94	CF
James Pierce	-77.5	0.0	0.0	90.0	This study	-86.0			43.85		SO-CMD-NORTH	CF-96	CF
James Pierce	-89.5	0.0	0.0	90.0	This study	-85.0			45.8		SO-CMD-NORTH	CF-97	CF
James Pierce	-43.5	0.0	0.0	90.0	This study	-50.0			46.2		SO-CMD-NORTH	CF-98	CF
James Pierce	231.5	0.0	0.0	90.0	This study	-62.0			46.6		SO-CMD-NORTH	CF-99	CF
James Pierce	-57.5	0.0	0.0	90.0	This study	-55.0			47.0		SO-CMD-NORTH	CF-100	CF
James Pierce	-85.0	0.0	0.0	90.0	This study	-65.0			47.5		SO-CMD-NORTH	CF-101	CF
James Pierce	-91.5	0.0	0.0	90.0	This study	-67.0			47.8		SO-CMD-NORTH	CF-102	CF
James Pierce	-89.5	0.0	0.0	90.0	This study	-75.0			48.4		SO-CMD-NORTH	CF-103	CF
James Pierce	-87.5	0.0	0.0	90.0	This study	-87.0			48.9		SO-CMD-NORTH	CF-104	CF
James Pierce	-91.5	0.0	0.0	90.0	This study	-80.0			48.95		SO-CMD-NORTH	CF-105	CF
James Pierce	-92.5	0.0	0.0	90.0	This study	-85.0			49.3		SO-CMD-NORTH	CF-106	CF
James Pierce	-70.5	0.0	0.0	90.0	This study	-84.0			49.8		SO-CMD-NORTH	CF-107	CF
James Pierce	262.5	0.0	0.0	90.0	This study	-80.0			50.4		SO-CMD-NORTH	CF-108	CF
James Pierce	-64.5	0.0	0.0	90.0	This study	-86.0			50.8		SO-CMD-NORTH	CF-109	CF
James Pierce	-86.5	0.0	0.0	90.0	This study	-88.0			51.7		SO-CMD-NORTH	CF-110	CF
James Pierce	264.5	0.0	0.0	90.0	This study	-90.0			51.8		SO-CMD-NORTH	CF-111	CF
James Pierce	253.5	0.0	0.0	90.0	This study	-80.0			52.1		SO-CMD-NORTH	CF-112	CF
James Pierce	-85.5	0.0	0.0	90.0	This study	-92.0			52.2		SO-CMD-NORTH	CF-113	CF
James Pierce	262.5	0.0	0.0	90.0	This study	-94.0			52.9		SO-CMD-NORTH	CF-114	CF
James Pierce	-66.5	0.0	0.0	90.0	This study	-92.0			53.4		SO-CMD-NORTH	CF-115	CF
James Pierce	-72.5	0.0	0.0	90.0	This study	-96.0			53.9		SO-CMD-NORTH	CF-116	CF
James Pierce	-66.5	0.0	0.0	90.0	This study	-96.0			54.2		SO-CMD-NORTH	CF-117	CF
James Pierce	243.5	0.0	0.0	90.0	This study	-87.0			54.8		SO-CMD-NORTH	CF-118	CF
James Pierce	-83.5	0.0	0.0	90.0	This study	-88.0			55.2		SO-CMD-NORTH	CF-119	CF
James Pierce	-76.5	0.0	0.0	90.0	This study	-83.0			55.5		SO-CMD-NORTH	CF-120	CF
James Pierce	-77.5	0.0	0.0	90.0	This study	-97.0			55.8		SO-CMD-NORTH	CF-121	CF
James Pierce	262.5	0.0	0.0	90.0	This study	-92.0			56.0		SO-CMD-NORTH	CF-122	CF
James Pierce	-85.5	0.0	0.0	90.0	This study	-78.0			56.3		SO-CMD-NORTH	CF-123	CF
James Pierce	218.5	0.0	0.0	90.0	This study	-68.0			56.5		SO-CMD-NORTH	CF-124	CF
James Pierce	-70.5	0.0	0.0	90.0	This study	-86.0			56.7		SO-CMD-NORTH	CF-125	CF
James Pierce	-62.5	0.0	0.0	90.0	This study	-62.0			57.0		SO-CMD-NORTH	CF-126	CF
James Pierce	-81.5	0.0	0.0	90.0	This study	-94.0			57.4		SO-CMD-NORTH	CF-127	CF
James Pierce	259.5	0.0	0.0	90.0	This study	-87.0			57.9		SO-CMD-NORTH	CF-128	CF
James Pierce	-18.5	0.0	0.0	90.0	This study	-82.0			59.6		SO-CMD-NORTH	CF-129	CF
James Pierce	-82.5	0.0	0.0	90.0	This study	-73.0			59.9		SO-CMD-NORTH	CF-130	CF
James Pierce	243.5	0.0	0.0	90.0	This study	-76.0			60.2		SO-CMD-NORTH	CF-131	CF
James Pierce	247.5	0.0	0.0	90.0	This study	-74.0			60.7		SO-CMD-NORTH	CF-132	CF
James Pierce	-65.5	0.0	0.0	90.0	This study	-96.0			61.1		SO-CMD-NORTH	CF-133	CF
James Pierce	-74.1	0.0	0.0	90.0	This study	-79.0			62.0		SO-CMD-NORTH	CF-134	CF
James Pierce	267.6	0.0	0.0	90.0	This study	-82.0			62.4		SO-CMD-NORTH	CF-135	CF
James Pierce	-80.4	0.0	0.0	90.0	This study	-90.0			62.8		SO-CMD-NORTH	CF-136	CF
James Pierce	258.8	0.0	0.0	90.0	This study	-91.0			63.3		SO-CMD-NORTH	CF-137	CF
James Pierce	-77.8	0.0	0.0	90.0	This study	-89.0			63.9		SO-CMD-NORTH	CF-138	CF
