tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
GH1-1a		GH1-1a													JP				This study	LP-NOMAG				Cut Face	GH1
GH1-1a	GH1-1a_LP-DIR-AF	GH1-1a		mt	287.7	31.6	1	22	100	0.3	0.2	1.300e-01	2.500e-02	T		hargrave 2021-04-13 18:36:00	pmagpy-4.2.72: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Cut Face	GH1
GH1-1a	GH1-1a_LP-DIR-AF	GH1-1a		mt	287.7	31.6	1	22	0	0.3	0.2	1.300e-01	2.500e-02	T		hargrave 2021-04-13 18:36:00	pmagpy-4.2.72: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Cut Face	GH1
GH1-1a	GH1-1a_LP-DIR-AF	GH1-1a		mt	261.3	84.9	1	22	-1	0.3	0.2	1.300e-01	2.500e-02	T		hargrave 2021-04-13 18:36:00	pmagpy-4.2.72: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Cut Face	GH1
GH1-2a	GH1-2a_LP-DIR-AF	GH1-2a		mt	326.4	84.5	1	20	-1	0.8	0.4	1.300e-01	3.500e-02	T		hargrave 2021-04-13 19:28:46	pmagpy-4.2.72: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Cut Face	GH1
GH1-2a	GH1-2a_LP-DIR-AF	GH1-2a		mt	288.8	30.4	1	20	0	0.8	0.4	1.300e-01	3.500e-02	T		hargrave 2021-04-13 19:28:46	pmagpy-4.2.72: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Cut Face	GH1
GH1-2a	GH1-2a_LP-DIR-AF	GH1-2a		mt	288.8	30.4	1	20	100	0.8	0.4	1.300e-01	3.500e-02	T		hargrave 2021-04-13 19:28:46	pmagpy-4.2.72: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Cut Face	GH1
GH1-2a		GH1-2a													JP				This study	LP-NOMAG				Cut Face	GH1
GH1-3a		GH1-3a													JP				This study	LP-NOMAG				Cut Face	GH1
GH1-3a	GH1-3a_LP-DIR-AF	GH1-3a		mt	260.3	83.6	1	21	-1	0.7	0.2	1.300e-01	3.000e-02	T		hargrave 2021-04-13 20:21:53	pmagpy-4.2.72: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Cut Face	GH1
