tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
JP	This study		0.3	231.7	81.7	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 19:38:41	5.12e-06	1.81e-08	2.0499999999999998e-08	7.929999999999999e-09	8	273	GH1-1b_LP-DIR-AF-1	LT-NO:LP-DIR-AF	g	1	pmagpy-4.2.50	GH1-1b	u	0.0	0	0.0	0.0	0	273
JP	This study		0.3	232.6	81.9	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 19:40:01	5.1e-06	1.78e-08	2.0099999999999998e-08	7.82e-09	8	273	GH1-1b_LP-DIR-AF-2	LT-AF-Z:LP-DIR-AF	g	2	pmagpy-4.2.50	GH1-1b	u	0.001	0	0.0	0.0	1	273
JP	This study		0.3	231.8	82.1	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 19:41:20	5.07e-06	1.77e-08	2.02e-08	7.62e-09	8	273	GH1-1b_LP-DIR-AF-3	LT-AF-Z:LP-DIR-AF	g	3	pmagpy-4.2.50	GH1-1b	u	0.002	0	0.0	0.0	2	273
JP	This study		0.3	230.7	82.2	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 19:42:40	5.03e-06	1.25e-08	1.99e-08	7.43e-09	8	273	GH1-1b_LP-DIR-AF-4	LT-AF-Z:LP-DIR-AF	g	4	pmagpy-4.2.50	GH1-1b	u	0.003	0	0.0	0.0	3	273
JP	This study		0.3	230.4	82.4	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 19:43:59	4.98e-06	1.76e-08	2e-08	7.340000000000001e-09	8	273	GH1-1b_LP-DIR-AF-5	LT-AF-Z:LP-DIR-AF	g	5	pmagpy-4.2.50	GH1-1b	u	0.004	0	0.0	0.0	4	273
JP	This study		0.3	230.2	82.4	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 19:45:18	4.93e-06	1.72e-08	2.0299999999999996e-08	7.020000000000001e-09	8	273	GH1-1b_LP-DIR-AF-6	LT-AF-Z:LP-DIR-AF	g	6	pmagpy-4.2.50	GH1-1b	u	0.005	0	0.0	0.0	5	273
JP	This study		0.3	230.5	82.5	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 19:47:28	4.89e-06	1.69e-08	1.91e-08	6.820000000000001e-09	8	273	GH1-1b_LP-DIR-AF-7	LT-AF-Z:LP-DIR-AF	g	7	pmagpy-4.2.50	GH1-1b	u	0.006	0	0.0	0.0	6	273
JP	This study		0.3	231.0	82.6	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 19:48:47	4.84e-06	1.71e-08	1.8999999999999998e-08	7e-09	8	273	GH1-1b_LP-DIR-AF-8	LT-AF-Z:LP-DIR-AF	g	8	pmagpy-4.2.50	GH1-1b	u	0.007	0	0.0	0.0	7	273
JP	This study		0.3	231.8	82.7	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 19:50:07	4.78e-06	1.67e-08	1.88e-08	6.8000000000000005e-09	8	273	GH1-1b_LP-DIR-AF-9	LT-AF-Z:LP-DIR-AF	g	9	pmagpy-4.2.50	GH1-1b	u	0.008	0	0.0	0.0	8	273
JP	This study		0.3	232.8	82.8	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 19:51:26	4.73e-06	1.6399999999999998e-08	1.93e-08	6.73e-09	8	273	GH1-1b_LP-DIR-AF-10	LT-AF-Z:LP-DIR-AF	g	10	pmagpy-4.2.50	GH1-1b	u	0.009	0	0.0	0.0	9	273
JP	This study		0.3	233.9	82.8	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 19:52:45	4.68e-06	1.6399999999999998e-08	1.85e-08	6.93e-09	8	273	GH1-1b_LP-DIR-AF-11	LT-AF-Z:LP-DIR-AF	g	11	pmagpy-4.2.50	GH1-1b	u	0.01	0	0.0	0.0	10	273
JP	This study		0.3	235.7	82.9	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 19:54:05	4.58e-06	1.63e-08	1.78e-08	6.74e-09	8	273	GH1-1b_LP-DIR-AF-12	LT-AF-Z:LP-DIR-AF	g	12	pmagpy-4.2.50	GH1-1b	u	0.012	0	0.0	0.0	11	273
JP	This study		0.3	237.8	83.0	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 19:55:24	4.46e-06	1.57e-08	1.81e-08	6.7000000000000004e-09	8	273	GH1-1b_LP-DIR-AF-13	LT-AF-Z:LP-DIR-AF	g	13	pmagpy-4.2.50	GH1-1b	u	0.014	0	0.0	0.0	12	273
JP	This study		0.3	239.5	83.0	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 19:56:43	4.35e-06	1.52e-08	1.6799999999999998e-08	6.590000000000001e-09	8	273	GH1-1b_LP-DIR-AF-14	LT-AF-Z:LP-DIR-AF	g	14	pmagpy-4.2.50	GH1-1b	u	0.016	0	0.0	0.0	13	273
JP	This study		0.3	241.1	83.0	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 19:58:02	4.23e-06	1.48e-08	1.69e-08	6.48e-09	8	273	GH1-1b_LP-DIR-AF-15	LT-AF-Z:LP-DIR-AF	g	15	pmagpy-4.2.50	GH1-1b	u	0.018	0	0.0	0.0	14	273
JP	This study		0.3	242.1	83.1	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 19:59:21	4.11e-06	1.47e-08	1.6799999999999998e-08	6.33e-09	8	273	GH1-1b_LP-DIR-AF-16	LT-AF-Z:LP-DIR-AF	g	16	pmagpy-4.2.50	GH1-1b	u	0.02	0	0.0	0.0	15	273
JP	This study		0.3	244.6	83.1	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 20:00:42	3.8e-06	1.32e-08	1.49e-08	5.689999999999999e-09	8	273	GH1-1b_LP-DIR-AF-17	LT-AF-Z:LP-DIR-AF	g	17	pmagpy-4.2.50	GH1-1b	u	0.025	0	0.0	0.0	16	273
JP	This study		0.3	246.5	83.0	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 20:02:01	3.44e-06	1.23e-08	1.3899999999999999e-08	5.43e-09	8	273	GH1-1b_LP-DIR-AF-18	LT-AF-Z:LP-DIR-AF	g	18	pmagpy-4.2.50	GH1-1b	u	0.03	0	0.0	0.0	17	273
JP	This study		0.3	247.0	83.0	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 20:03:20	3.05e-06	1.1000000000000001e-08	1.2099999999999999e-08	4.82e-09	8	273	GH1-1b_LP-DIR-AF-19	LT-AF-Z:LP-DIR-AF	g	19	pmagpy-4.2.50	GH1-1b	u	0.035	0	0.0	0.0	18	273
JP	This study		0.3	248.2	83.2	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 20:04:40	2.74e-06	9.92e-09	1.1100000000000002e-08	4.26e-09	8	273	GH1-1b_LP-DIR-AF-20	LT-AF-Z:LP-DIR-AF	g	20	pmagpy-4.2.50	GH1-1b	u	0.04	0	0.0	0.0	19	273
JP	This study		0.3	248.5	83.3	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 20:05:59	2.42e-06	9.12e-09	1e-08	3.76e-09	8	273	GH1-1b_LP-DIR-AF-21	LT-AF-Z:LP-DIR-AF	g	21	pmagpy-4.2.50	GH1-1b	u	0.045	0	0.0	0.0	20	273
JP	This study		0.3	249.0	83.2	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 20:07:18	2.1e-06	8.27e-09	9.229999999999999e-09	3.2799999999999994e-09	8	273	GH1-1b_LP-DIR-AF-22	LT-AF-Z:LP-DIR-AF	g	22	pmagpy-4.2.50	GH1-1b	u	0.05	0	0.0	0.0	21	273
JP	This study		0.3	249.3	83.2	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 20:08:37	1.85e-06	7.36e-09	7.94e-09	2.9100000000000005e-09	8	273	GH1-1b_LP-DIR-AF-23	LT-AF-Z:LP-DIR-AF	g	23	pmagpy-4.2.50	GH1-1b	u	0.055	0	0.0	0.0	22	273
JP	This study		0.4	250.5	83.0	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 20:09:56	1.65e-06	6.73e-09	7.45e-09	2.64e-09	8	273	GH1-1b_LP-DIR-AF-24	LT-AF-Z:LP-DIR-AF	g	24	pmagpy-4.2.50	GH1-1b	u	0.06	0	0.0	0.0	23	273
JP	This study		0.3	251.0	83.1	GH1-1b_LP-DIR-AF	hargrave 2021-03-16 20:11:15	1.47e-06	5.6000000000000005e-09	6.509999999999999e-09	2.33e-09	8	273	GH1-1b_LP-DIR-AF-25	LT-AF-Z:LP-DIR-AF	g	25	pmagpy-4.2.50	GH1-1b	u	0.065	0	0.0	0.0	24	273
